Campaign_ID,Product_ID,Budget,Clicks,Conversions,Revenue_Generated,ROI,Customer_ID,Subscription_Tier,Subscription_Length,Flash_Sale_ID,Discount_Level,Units_Sold,Bundle_ID,Bundle_Price,Customer_Satisfaction_Post_Refund,Common_Keywords
CMP_QV6ZAZ,PROD_9KOGUL,9741.09,1958,433,62653.06,3.25,CUST_KRGKX8,Standard,9,FLASH_VTE4GA,29,21,BNDL_D9XMER,57.49,3,Innovative
CMP_AIHGB5,PROD_RQ2Q7H,21077.62,696,866,19570.78,3.09,CUST_CU1JZG,Basic,28,FLASH_CJDQAO,31,17,BNDL_9XRIFL,307.69,1,Affordable
CMP_RMR1Y1,PROD_4IVO5K,8548.86,2628,145,73629.43,1.0,CUST_GG38CS,Standard,26,FLASH_QDYI42,19,134,BNDL_YLNOEK,369.85,4,Innovative
CMP_V0ZUYO,PROD_DNJ8Z0,19064.43,3068,807,59303.24,2.14,CUST_WCKCLV,Basic,24,FLASH_RZEAV6,41,94,BNDL_37IVJW,154.99,3,Affordable
CMP_S3JKLB,PROD_C3QDMG,5611.88,1545,272,36101.84,1.63,CUST_R6AK3X,Premium,8,FLASH_MVXVWD,19,110,BNDL_3O8OZV,164.43,2,Stylish
CMP_1TG6U2,PROD_RQPKIX,40524.34,741,651,76853.77,4.34,CUST_3PYLXA,Basic,19,FLASH_WSMCFJ,40,78,BNDL_B922MD,128.41,3,Durable
CMP_8LNQ5L,PROD_L0840D,46970.77,2870,156,54292.28,3.1,CUST_J5DL2R,Premium,7,FLASH_EONMTZ,16,125,BNDL_9XLXDA,296.36,3,Innovative
CMP_DVJZID,PROD_XHNPZ8,2052.08,2837,900,77466.41,4.76,CUST_K6GK3D,Premium,31,FLASH_XYDQ1Y,51,48,BNDL_ZSMZOG,376.67,1,Affordable
CMP_VYXWRH,PROD_RFGJ5F,6206.92,4993,620,15144.94,1.75,CUST_920T69,Basic,21,FLASH_UZT4Q8,22,31,BNDL_R1NLMP,181.47,1,Stylish
CMP_FZUZE3,PROD_PCOFOK,43239.63,3326,124,61959.12,2.81,CUST_0CMMNA,Basic,30,FLASH_DBDI96,62,136,BNDL_X19NNW,348.51,2,Durable
CMP_89SSEZ,PROD_9VZRFY,14156.07,4417,578,25295.31,4.01,CUST_5XWWD1,Standard,18,FLASH_JJAEN4,36,126,BNDL_SF45FF,367.74,2,Innovative
CMP_Z4HFM7,PROD_BWJB42,16681.38,3926,986,80356.5,2.84,CUST_DZBWO0,Premium,23,FLASH_1XRHJB,54,67,BNDL_DLTUPK,182.71,4,Durable
CMP_RHQRY9,PROD_RG6A6S,11852.45,3726,887,53473.37,1.5,CUST_C3E4EJ,Premium,6,FLASH_U88I03,49,151,BNDL_H734XA,236.1,1,Innovative
CMP_4BOM80,PROD_DG2H1F,28739.19,2356,874,7510.64,1.4,CUST_1Z2ZHO,Basic,4,FLASH_WFJ594,47,72,BNDL_3F01BL,309.81,3,Affordable
CMP_XD0J35,PROD_RAPFRV,22258.85,600,157,29996.67,3.36,CUST_Q0N3UV,Premium,16,FLASH_K8EYPT,39,89,BNDL_SUY9O9,102.33,2,Innovative
CMP_46HVZO,PROD_DJOGDO,41371.89,4247,85,91260.2,1.1,CUST_ZT97IO,Premium,3,FLASH_ZZYOGP,19,169,BNDL_KPKH22,445.14,1,Affordable
CMP_DBOPRI,PROD_9VYYGS,46346.32,2460,196,71348.44,3.53,CUST_SADW3F,Premium,5,FLASH_BPAQDF,28,141,BNDL_2JRF8B,73.14,4,Durable
CMP_192Z0V,PROD_3ICB6X,6203.18,1575,22,58114.49,3.86,CUST_FB9Q3G,Basic,25,FLASH_FI8YSF,33,182,BNDL_A0XCU7,406.14,2,Innovative
CMP_6B3GAY,PROD_H5JCYI,7814.89,3619,286,28372.79,4.99,CUST_87IL0X,Premium,27,FLASH_W829CB,55,156,BNDL_HC0PBE,184.13,3,Durable
CMP_28OZ6E,PROD_1RW691,7021.41,62,968,43996.47,2.03,CUST_RSQ68D,Basic,33,FLASH_HNH445,52,32,BNDL_RP3VGT,261.83,2,Innovative
CMP_XI0O82,PROD_YB1MZ9,14672.56,2551,731,25173.01,1.69,CUST_TTZNKD,Basic,10,FLASH_MVU78U,50,80,BNDL_01XAJ6,492.45,4,Durable
CMP_25YG1H,PROD_Q4OTFX,31558.99,893,676,54021.59,1.09,CUST_BAEWEA,Basic,17,FLASH_S1X6V5,40,107,BNDL_1Q87DO,453.43,2,Innovative
CMP_3SG63Z,PROD_6L5LCI,6251.12,2835,69,18903.17,0.94,CUST_BHKXU7,Premium,4,FLASH_20XJ04,69,102,BNDL_ZLRAHC,94.76,2,Innovative
CMP_GCOCUR,PROD_6ZSZVQ,45265.96,2780,798,5546.34,0.6,CUST_2WGUNA,Premium,21,FLASH_5DDMMK,69,175,BNDL_KTIN4O,300.6,2,Affordable
CMP_QC6ALK,PROD_DNTY4C,31344.79,830,125,69954.21,1.45,CUST_BN5S6F,Premium,30,FLASH_FGHOZO,51,138,BNDL_SI85GJ,377.0,2,Durable
CMP_XV0QOS,PROD_VLDBRE,20723.16,2607,749,13387.8,2.32,CUST_NY17BU,Basic,7,FLASH_6O5VVJ,53,24,BNDL_5QTX4M,345.85,2,Durable
CMP_DAL9FY,PROD_LD9R12,13313.0,1076,650,27243.93,2.82,CUST_OWLJHD,Basic,6,FLASH_LGGZMD,30,198,BNDL_K3EGSE,497.15,1,Affordable
CMP_5S5HL5,PROD_NRUQ5Q,5838.25,3584,847,90128.42,4.39,CUST_X3I1GH,Premium,8,FLASH_Q0T3YP,41,53,BNDL_91HFA3,349.21,2,Affordable
CMP_AB2QCK,PROD_1HPVPG,24008.98,4687,364,26867.67,4.76,CUST_70DRST,Premium,25,FLASH_LRU5IW,62,104,BNDL_5VZP0L,207.43,1,Stylish
CMP_Z4G0E6,PROD_G759RN,2276.11,3367,746,50608.84,1.14,CUST_JHMLPN,Standard,34,FLASH_4XVWB5,42,110,BNDL_GO1WSJ,341.5,1,Durable
CMP_P35HE2,PROD_D895BW,22525.07,3355,162,28595.35,4.44,CUST_TNIKFB,Basic,25,FLASH_U7M26D,54,71,BNDL_IF0GVA,189.91,4,Durable
CMP_E7U02I,PROD_TSWRD6,18882.78,3710,903,40256.16,4.1,CUST_2ZAEHH,Basic,32,FLASH_1UY1RC,33,11,BNDL_PIP8C3,159.88,2,Affordable
CMP_ZSPZW7,PROD_8V8GUQ,22646.57,1298,633,35063.99,4.69,CUST_BP29ST,Basic,8,FLASH_K3ZNGZ,57,7,BNDL_GOCJ9D,77.08,4,Innovative
CMP_0IE2R4,PROD_FKZ66D,4990.34,3905,841,32023.52,2.08,CUST_OQ8OD4,Basic,32,FLASH_27POS0,41,67,BNDL_X8WFFG,414.68,3,Affordable
CMP_VVWBYT,PROD_OCUJF3,32861.37,4457,242,21733.26,0.95,CUST_Z67SFG,Basic,6,FLASH_3HOE7M,50,160,BNDL_UZWA7R,364.47,1,Innovative
CMP_J1H6CA,PROD_W2150L,7030.11,4693,447,80877.65,4.48,CUST_5NDB2L,Basic,3,FLASH_VZ6LMJ,39,16,BNDL_HQOCHY,292.49,2,Innovative
CMP_KSYNDL,PROD_CGST9V,23930.04,1974,254,26489.81,0.55,CUST_XPPE9O,Basic,23,FLASH_DWH6JP,52,126,BNDL_H87WRO,100.97,2,Innovative
CMP_D0DNW9,PROD_BORMBQ,21011.31,3311,210,45589.91,2.28,CUST_PAVZL3,Basic,33,FLASH_S98349,41,190,BNDL_EMT4M5,254.25,3,Stylish
CMP_XHTUA9,PROD_MPRTDR,10118.47,3665,865,56444.93,1.49,CUST_JB0Y3L,Basic,26,FLASH_BAAZT1,40,24,BNDL_51M4GQ,261.7,4,Durable
CMP_YA4VTP,PROD_VUPE4G,22085.74,622,977,45443.8,2.42,CUST_7QTSPN,Standard,32,FLASH_6IE539,45,84,BNDL_EKPH6S,79.94,1,Durable
CMP_KATCJU,PROD_7U9DRH,34128.18,3382,187,36865.46,2.18,CUST_86XEFO,Standard,2,FLASH_23N2T7,44,73,BNDL_2A9F05,441.11,4,Stylish
CMP_T8X9C5,PROD_S97X3D,41858.3,4596,130,97335.96,2.01,CUST_9FY6AN,Standard,2,FLASH_NWU4K8,46,73,BNDL_RCQY6N,237.81,4,Affordable
CMP_RFTKHQ,PROD_WP1T9K,26367.76,3396,661,14898.86,3.63,CUST_T8CF2L,Premium,22,FLASH_DNIH2X,39,150,BNDL_R75VZT,202.48,4,Innovative
CMP_FJV33C,PROD_HT77AG,22033.76,3699,660,16998.75,0.77,CUST_RYE7A8,Standard,13,FLASH_SWCW26,42,96,BNDL_YHZ7Q8,486.69,1,Innovative
CMP_Y5DPQG,PROD_LKYFDX,11543.89,2219,362,60937.87,1.85,CUST_95YYDI,Premium,29,FLASH_IEA74F,52,180,BNDL_HTFF4F,167.32,2,Stylish
CMP_4W2P7E,PROD_CXIF42,10776.71,842,208,44175.92,3.47,CUST_50EAE2,Standard,25,FLASH_C86H4Q,44,118,BNDL_QCZQOQ,224.7,2,Durable
CMP_YWE7U5,PROD_268N9A,45785.9,4903,222,87195.8,3.82,CUST_NTNU7T,Premium,22,FLASH_1TTJU9,33,151,BNDL_BC7GWL,243.01,3,Stylish
CMP_NLGDGU,PROD_GWPA6Q,46303.31,4046,305,9611.13,0.71,CUST_5LY97U,Premium,28,FLASH_WTSC0Z,22,168,BNDL_MBVSOT,265.71,4,Affordable
CMP_2GF20P,PROD_E3WMSE,39763.82,2879,666,99006.94,4.22,CUST_5LWAKL,Basic,3,FLASH_QM8LPS,66,120,BNDL_0LPRZH,451.7,3,Affordable
CMP_LAWJOG,PROD_N8EZ0K,10009.19,3431,226,90874.39,3.89,CUST_EHTZOS,Standard,3,FLASH_E8E7CA,43,67,BNDL_LJM5QW,348.16,2,Durable
CMP_W4EC7A,PROD_R2FBWF,12865.44,1780,237,47978.93,1.55,CUST_3CG08R,Basic,25,FLASH_R2KKE8,13,54,BNDL_5FLDPN,118.51,3,Stylish
CMP_PV69R0,PROD_8PP3OS,20344.9,871,227,36022.53,2.45,CUST_YNHV20,Basic,1,FLASH_GEGC3H,60,15,BNDL_999J3X,155.39,4,Innovative
CMP_3MPYOB,PROD_1XUSCS,44636.01,3418,276,80397.08,4.33,CUST_7RFJ8Q,Premium,30,FLASH_O5VCRJ,57,141,BNDL_MEWIAT,461.8,2,Innovative
CMP_9KG6UL,PROD_AF8ANI,15764.69,2362,13,38657.92,1.56,CUST_QPHHFE,Standard,31,FLASH_YK16LQ,61,7,BNDL_JNPIAO,107.57,4,Durable
CMP_KN1L1F,PROD_IOTUDX,31420.33,2080,148,88481.39,0.51,CUST_OT2403,Standard,13,FLASH_H3HL3Z,68,104,BNDL_G74YDF,180.14,4,Innovative
CMP_70Z524,PROD_FD7G7O,5631.35,2434,828,47747.99,2.53,CUST_3DYZ1W,Basic,28,FLASH_T76TIF,30,185,BNDL_AXX80F,55.46,2,Durable
CMP_E4VWF3,PROD_CFKR95,7889.56,1078,457,25828.9,4.07,CUST_9GO5FB,Standard,8,FLASH_DP3YZ2,29,123,BNDL_YWPRDH,411.81,4,Innovative
CMP_SE48GC,PROD_UFOC40,43890.51,1932,447,38480.1,3.24,CUST_ZW2H7P,Basic,26,FLASH_CZWQWS,47,150,BNDL_9K47H7,314.62,4,Durable
CMP_CNPHPI,PROD_YP2DI0,48085.12,4124,36,49560.77,2.2,CUST_4334ID,Basic,31,FLASH_TM44E3,30,137,BNDL_F7QW9K,401.88,2,Affordable
CMP_R1SOZP,PROD_36248Q,21492.05,1547,617,25537.74,1.07,CUST_O2AM4I,Basic,25,FLASH_ZV0IAK,53,37,BNDL_G4A0X3,403.48,2,Stylish
CMP_O8MTB2,PROD_G3XHP3,15507.3,1665,29,13791.05,4.02,CUST_1E6Q8N,Basic,22,FLASH_SGZ8BZ,53,130,BNDL_KKPCHV,362.44,2,Innovative
CMP_VMPWJE,PROD_FM6PAQ,27345.88,4781,216,16579.37,3.87,CUST_2JF2S2,Standard,12,FLASH_71JDV6,47,62,BNDL_BPV7IS,393.5,2,Affordable
CMP_BW8YDE,PROD_0M4NS6,47162.32,605,20,20771.48,3.01,CUST_I7JIMO,Standard,15,FLASH_PJG7XC,13,13,BNDL_BND1MA,369.42,2,Affordable
CMP_A83X58,PROD_RYJA39,43465.64,3269,110,45151.09,3.29,CUST_B3RA99,Basic,35,FLASH_0JY9BS,22,25,BNDL_OQX79E,271.43,1,Durable
CMP_FDQPK7,PROD_H2AREU,43463.18,3962,478,39435.63,2.15,CUST_RESDUD,Premium,7,FLASH_7QPWYH,66,158,BNDL_5VTET2,474.86,2,Affordable
CMP_Y8S599,PROD_T1Q1XM,21425.52,760,175,88296.75,3.01,CUST_BF4L4L,Standard,21,FLASH_G15XU8,60,97,BNDL_7IMTGF,196.15,2,Innovative
CMP_67UKIW,PROD_01IEM0,34897.05,2395,95,12279.55,3.63,CUST_QZWQ55,Premium,29,FLASH_0QY1GH,45,137,BNDL_FPFINI,368.06,2,Durable
CMP_9YDII2,PROD_2UKH77,39196.74,944,155,79490.97,4.01,CUST_A2JZ1F,Standard,5,FLASH_OLX5P8,29,129,BNDL_KP23GL,214.73,2,Stylish
CMP_IHXT62,PROD_QV762M,26707.08,222,984,98473.05,1.56,CUST_4DFWHZ,Standard,35,FLASH_4EN3PS,31,6,BNDL_AQLUZG,228.11,3,Affordable
CMP_BHMD56,PROD_3VKGQJ,8475.37,630,868,2772.98,4.76,CUST_758CEH,Premium,20,FLASH_SD75HJ,20,197,BNDL_5P4OIY,199.74,2,Innovative
CMP_TGXTCZ,PROD_F9N4EP,45351.27,3990,959,94495.52,2.8,CUST_KTNWMU,Basic,28,FLASH_XJBXFC,37,87,BNDL_DC0H78,281.25,2,Innovative
CMP_9VLLJK,PROD_7X452X,3682.84,2161,900,43228.74,3.26,CUST_AUUDUX,Basic,23,FLASH_PUT5QJ,23,63,BNDL_86G0TJ,160.32,3,Innovative
CMP_OAQ3YK,PROD_0VBL45,1504.67,501,144,30280.03,1.3,CUST_U4CJVQ,Standard,35,FLASH_36MAP5,16,50,BNDL_NYHWIL,166.92,3,Stylish
CMP_X3DLE9,PROD_QXFH3T,28202.68,3663,756,91173.05,3.6,CUST_1QJ4XB,Standard,25,FLASH_Y6PU1J,53,155,BNDL_R0AS31,353.86,2,Affordable
CMP_0WHPP9,PROD_ZC6K6A,27746.84,900,586,97389.34,0.53,CUST_EF729R,Standard,11,FLASH_BX8QMZ,67,24,BNDL_8BYFMT,302.93,2,Affordable
CMP_VWKO03,PROD_ZIW0YN,14415.45,2049,619,50707.7,3.29,CUST_ZADGNB,Standard,4,FLASH_5YTMDA,63,130,BNDL_YEVHEW,82.9,1,Stylish
CMP_IU2MVB,PROD_HSBRYX,17439.15,971,48,34951.67,1.86,CUST_L29XRP,Basic,14,FLASH_S70A2H,34,1,BNDL_4PZDPK,230.17,4,Affordable
CMP_YXROT1,PROD_72GI6E,19675.02,879,471,96814.65,3.74,CUST_GIX2NX,Standard,15,FLASH_4NWK3U,39,16,BNDL_CZ58RY,446.99,1,Stylish
CMP_AOC6CK,PROD_8NCOW9,3339.73,229,126,61006.7,3.18,CUST_HG3PJG,Premium,31,FLASH_WZXO7M,42,161,BNDL_I6HPV1,461.65,2,Durable
CMP_YYT2XU,PROD_6A23BJ,44701.99,579,832,54328.11,1.48,CUST_2ZV8BL,Premium,4,FLASH_8POL6Z,32,98,BNDL_RWZYFV,394.98,1,Durable
CMP_RIDZL0,PROD_I12YQS,34391.33,3060,36,91705.78,3.07,CUST_RZEEBF,Basic,25,FLASH_LSE631,39,86,BNDL_SR29IB,456.52,4,Affordable
CMP_VD0IQO,PROD_UV0KR9,15792.32,648,601,56545.49,1.93,CUST_FWIJ8Y,Premium,24,FLASH_8C5RGV,55,11,BNDL_139SSH,423.24,4,Innovative
CMP_DYWYGV,PROD_0TWQSJ,7681.21,4556,597,52133.77,2.49,CUST_URRP5U,Premium,26,FLASH_VELPUG,44,126,BNDL_UNIQNT,454.13,2,Stylish
CMP_GOOZSS,PROD_NVGF8D,37516.56,1231,104,12574.72,2.88,CUST_PC110W,Basic,21,FLASH_ZG7NPP,25,115,BNDL_XXUNMS,399.84,2,Stylish
CMP_5U2NBN,PROD_F1FTJD,26311.34,723,757,33410.58,2.89,CUST_H4HFB5,Basic,29,FLASH_S0U0R0,50,51,BNDL_XYIJMH,131.89,1,Affordable
CMP_D5JDLF,PROD_6R968U,11839.31,2800,963,14328.51,1.08,CUST_1ZEOVI,Standard,32,FLASH_BTUHY6,24,87,BNDL_0VG01F,194.1,2,Affordable
CMP_CKALVX,PROD_DI1SGY,36450.7,4863,426,21251.4,1.72,CUST_82XJ30,Premium,11,FLASH_UCG787,63,56,BNDL_33MG1C,218.26,1,Innovative
CMP_SLA4KZ,PROD_OPZ75Q,26347.74,831,420,92800.17,3.18,CUST_0Z3746,Premium,31,FLASH_YHMPKA,38,195,BNDL_IA6MSP,90.39,1,Durable
CMP_MU1BSR,PROD_KNVYS9,3102.95,1007,895,46564.12,3.16,CUST_9SNZDR,Premium,18,FLASH_PB9AZW,59,95,BNDL_I7H6ZI,70.31,2,Innovative
CMP_U3XWBN,PROD_TGVB4S,8737.11,22,20,27430.64,3.85,CUST_XD4BJF,Premium,20,FLASH_JQYCP3,45,130,BNDL_A72CCV,479.47,2,Affordable
CMP_YWKCV8,PROD_YNA1ZU,12312.36,4611,234,35749.05,3.81,CUST_2HTHGI,Premium,19,FLASH_EOK88G,27,40,BNDL_069I52,360.82,4,Stylish
CMP_D9X7K3,PROD_ZXWCOE,34885.23,1155,998,13842.28,2.73,CUST_NIUKAP,Standard,14,FLASH_UBVZFC,30,81,BNDL_1X0MIQ,494.82,1,Durable
CMP_13TLQK,PROD_1RW9C8,25617.99,3528,600,81320.07,3.92,CUST_V9NEWB,Premium,14,FLASH_WYABWN,20,197,BNDL_FUJ4ST,365.2,1,Durable
CMP_Q6TZ4B,PROD_F3OIFM,35550.31,3304,748,33525.41,1.16,CUST_53Q3OS,Basic,13,FLASH_4WE516,17,57,BNDL_JFFA08,191.86,1,Affordable
CMP_ZADLC2,PROD_8IQ6XQ,27458.05,3108,266,14979.61,4.48,CUST_6YHCRF,Premium,9,FLASH_6P51K0,52,9,BNDL_23AD8M,439.05,4,Innovative
CMP_ICKEAO,PROD_O9P1W4,24688.3,459,599,55439.84,3.93,CUST_7MHSW8,Premium,33,FLASH_GOSN9U,17,198,BNDL_PQQ5P8,407.02,2,Affordable
CMP_AMFJW7,PROD_FHK5XK,36995.67,2810,47,63278.44,2.91,CUST_SGOF0X,Premium,34,FLASH_9PPM2Z,67,105,BNDL_W4E03J,187.06,2,Stylish
CMP_LOWLNF,PROD_J2ZZ6B,22473.04,2898,746,63266.97,4.72,CUST_XE26QS,Premium,7,FLASH_FZ7T4D,14,187,BNDL_S6LSUT,499.76,4,Stylish
CMP_45IRGE,PROD_1RUYDK,30643.81,1235,591,78527.19,1.41,CUST_K6FB3D,Premium,21,FLASH_0S5F4O,24,141,BNDL_VV76UH,113.91,2,Innovative
CMP_8U9DXQ,PROD_W8WV46,35694.8,428,988,78060.65,0.71,CUST_LD4AQT,Premium,30,FLASH_TNRV5F,67,106,BNDL_9ELSX8,362.89,2,Innovative
CMP_HTH70X,PROD_TDTH92,16052.9,1929,118,70309.22,3.4,CUST_QWZAHE,Basic,3,FLASH_B6RDJV,50,116,BNDL_BT2R16,426.73,3,Stylish
CMP_SX7V36,PROD_WYSHCD,8686.84,2683,923,90389.52,2.88,CUST_WNU3TM,Basic,27,FLASH_YSHVL6,46,155,BNDL_5WD678,66.64,2,Innovative
CMP_55JKKD,PROD_6NNQAM,49704.26,1851,679,11910.57,3.63,CUST_6NWUOY,Basic,29,FLASH_BBKJZB,27,116,BNDL_YGYOYM,134.96,1,Durable
CMP_8PKV9N,PROD_CREQ60,5106.0,657,988,7359.52,2.13,CUST_W0GDH0,Premium,20,FLASH_4KT62H,26,151,BNDL_YIW6FM,57.05,3,Stylish
CMP_NYH5KD,PROD_603BW1,21270.57,1446,478,8462.55,3.6,CUST_Y33XDV,Basic,3,FLASH_V8R2FH,57,57,BNDL_W05FAL,242.32,1,Innovative
CMP_EG0IJO,PROD_YYVRJ0,37921.48,909,457,14298.26,1.81,CUST_JKN0J1,Standard,31,FLASH_D02MIG,16,104,BNDL_FWB6RB,183.48,2,Innovative
CMP_4ZPA7D,PROD_8LAZSA,48041.28,2072,345,10657.02,3.99,CUST_9ZBV17,Standard,4,FLASH_OBTCGS,41,162,BNDL_3O4TDU,198.71,4,Durable
CMP_3HG7Y4,PROD_NMN26J,47670.65,1777,973,69993.37,2.79,CUST_U8BX4O,Basic,17,FLASH_65XL5A,29,18,BNDL_4CPFQE,243.07,4,Stylish
CMP_WQZYGM,PROD_ABUA4G,4949.17,168,438,17276.8,2.05,CUST_LT27L2,Standard,25,FLASH_CWWWYR,17,105,BNDL_CLQJJS,330.49,2,Innovative
CMP_53CHMI,PROD_CJMJFM,47235.54,4615,563,16133.14,2.13,CUST_BWQO90,Standard,21,FLASH_ITCRJN,69,139,BNDL_WTIEGO,417.82,1,Affordable
CMP_J3IVLX,PROD_HDG2JD,23015.52,3861,970,79454.38,4.8,CUST_TCI40B,Basic,28,FLASH_GHX1YW,49,190,BNDL_09XRCR,51.24,4,Innovative
CMP_8AZ3EM,PROD_TSDN0O,40062.39,3617,171,13495.13,0.77,CUST_LBOJD2,Basic,16,FLASH_AU4SRL,12,96,BNDL_AXDGD6,449.59,4,Stylish
CMP_2J0SMA,PROD_5YEDDO,3144.23,2783,221,86769.46,3.98,CUST_LSHKTB,Premium,18,FLASH_EO4NFF,13,192,BNDL_YUO1HI,86.89,1,Affordable
CMP_AC56UH,PROD_VSTCC8,17927.64,3707,265,74348.21,2.46,CUST_QKUYTA,Basic,35,FLASH_JSC94N,36,29,BNDL_HAMX7A,379.2,2,Affordable
CMP_3UPUL4,PROD_PK3X4L,10047.22,4443,918,90801.68,1.56,CUST_0GXW6D,Basic,19,FLASH_1BXX2U,37,136,BNDL_XQ8S7T,78.57,1,Innovative
CMP_QKEAYC,PROD_Q34W9R,39661.68,111,385,76179.43,4.84,CUST_IUFL2N,Standard,35,FLASH_Q0PYPC,31,108,BNDL_T9J8AY,333.2,3,Stylish
CMP_2Z6VT3,PROD_PX2Y60,2864.46,3675,394,85329.46,1.94,CUST_I1P2J0,Basic,25,FLASH_FZEVWM,30,90,BNDL_4XNR5U,108.12,2,Stylish
CMP_AL44NE,PROD_74AA84,39105.28,4867,209,61316.06,4.72,CUST_6BYS8C,Basic,28,FLASH_8Y6FOK,18,166,BNDL_T3VDTL,247.51,3,Stylish
CMP_S1CQU1,PROD_4Q8KBD,24180.81,4062,797,23186.96,2.11,CUST_C85V5Q,Premium,22,FLASH_9GXLN8,47,109,BNDL_8ESG4B,300.14,3,Durable
CMP_75NYH1,PROD_UCA3I2,48737.76,4530,723,54531.49,2.0,CUST_L9TX35,Standard,32,FLASH_L5MFEX,51,127,BNDL_D9IS3U,385.44,4,Innovative
CMP_ZGRSDB,PROD_K461L6,43031.0,208,262,76229.13,4.81,CUST_6E8PNU,Standard,23,FLASH_QOCJKX,60,133,BNDL_1VC0TA,294.42,3,Stylish
CMP_MPJAZL,PROD_PCU5H3,3432.6,4792,249,28715.14,3.08,CUST_LF7BR2,Basic,34,FLASH_NDV4RB,69,166,BNDL_OSXSSE,426.7,3,Innovative
CMP_KV62Z9,PROD_1PESTU,32615.87,602,568,79692.27,2.89,CUST_CN5VLX,Basic,4,FLASH_5N3CWN,16,113,BNDL_VJHG79,409.11,3,Affordable
CMP_C80Y3Y,PROD_DIJ97W,33009.86,683,733,3450.78,3.73,CUST_2YOYB0,Basic,10,FLASH_0KWE50,42,36,BNDL_XN04M3,392.69,4,Affordable
CMP_MDSBS1,PROD_34EUIL,31404.98,4714,600,34681.2,0.91,CUST_SKFG8D,Basic,9,FLASH_XYS4T9,35,106,BNDL_KQAGW1,337.59,1,Stylish
CMP_HB24L1,PROD_1L3O34,24791.1,109,73,71808.52,1.75,CUST_N3S6P9,Standard,19,FLASH_YXFT3L,52,147,BNDL_LM8VOG,210.89,1,Stylish
CMP_IOWH28,PROD_1RPBX5,42796.62,1905,887,62370.29,3.01,CUST_EBD9X5,Basic,27,FLASH_ZV9QXI,23,21,BNDL_NL6DNQ,219.72,1,Innovative
CMP_N4MJP3,PROD_QJGT55,42346.1,3766,108,7861.04,1.63,CUST_HYX3N4,Premium,7,FLASH_DFH6X0,38,63,BNDL_74CJ1R,105.7,1,Durable
CMP_Q5ZUKU,PROD_WX8TIJ,16343.15,3739,387,51499.22,2.02,CUST_NEQGDM,Premium,11,FLASH_MLC36I,59,169,BNDL_HTKSPY,437.41,1,Innovative
CMP_YPYDN6,PROD_VMRU26,41957.6,543,295,37739.04,3.98,CUST_LXPFV8,Standard,29,FLASH_OBNHAD,56,100,BNDL_0TMXF6,160.69,4,Durable
CMP_0JHJ1D,PROD_XI09DN,24675.05,4293,385,23249.94,2.42,CUST_IQ7PN7,Basic,32,FLASH_2GJ786,14,42,BNDL_MSA5D0,180.44,3,Affordable
CMP_T0ZDQI,PROD_SUC1SH,6786.42,1246,915,9311.91,3.24,CUST_JHYHCF,Basic,11,FLASH_5N2WHJ,55,57,BNDL_9ZZZTC,297.0,1,Stylish
CMP_AC1QZP,PROD_4RGXOJ,33748.64,328,503,30816.71,1.18,CUST_EQAE4F,Premium,27,FLASH_EUWYO6,58,95,BNDL_8ZRNPR,204.89,3,Innovative
CMP_TFOP1Q,PROD_OP54OF,43474.25,4925,161,70847.76,0.97,CUST_NGAB4X,Premium,19,FLASH_VMS7DL,40,90,BNDL_BDXVJB,206.38,1,Durable
CMP_4JL6LE,PROD_E5VDZD,27937.75,3670,119,42045.24,2.48,CUST_0POVWO,Premium,29,FLASH_VC44QE,22,45,BNDL_ZCHOML,356.68,2,Durable
CMP_0GAPYP,PROD_ZM90BW,36305.7,1355,524,18945.09,4.04,CUST_YNNXF5,Standard,1,FLASH_I5V3UI,63,150,BNDL_3QGNI3,118.33,1,Affordable
CMP_TXPJFF,PROD_FU0CT7,21680.0,534,321,26198.62,1.49,CUST_KJNTOO,Premium,3,FLASH_KU8QIW,48,180,BNDL_FXQSAX,316.14,1,Stylish
CMP_NM4MQX,PROD_EWCTRR,31925.41,1325,16,60272.91,4.91,CUST_6UL5J1,Premium,20,FLASH_CCQFC0,68,5,BNDL_FN90GK,256.26,2,Durable
CMP_A8NVCQ,PROD_JFAC6A,40246.94,3541,748,92308.38,3.52,CUST_GBO0DQ,Premium,27,FLASH_KD76QI,18,141,BNDL_FP222D,200.58,1,Durable
CMP_B5AX94,PROD_GO0PJY,28593.09,4919,679,56062.93,3.74,CUST_AG5DBA,Basic,30,FLASH_4X5ZC5,17,158,BNDL_71HOJZ,59.79,3,Affordable
CMP_O1WV7S,PROD_K2B06L,15135.79,4457,763,24415.04,0.59,CUST_P5Q6XH,Premium,23,FLASH_X0XZOF,26,42,BNDL_L0M9NU,334.44,3,Durable
CMP_YHOG4I,PROD_QK5JEU,37688.7,4891,5,70613.26,2.61,CUST_OTZ5U6,Basic,22,FLASH_OPHQLA,53,162,BNDL_PSBQ7Z,435.5,2,Stylish
CMP_N6QGDG,PROD_06ROHW,7739.79,3473,12,45568.9,1.87,CUST_4PS2CI,Basic,23,FLASH_MW2BKG,15,126,BNDL_9OK1PL,92.17,3,Stylish
CMP_8HP3EM,PROD_9MBKZ7,9391.87,2032,333,58908.23,0.71,CUST_1BI3Z2,Standard,35,FLASH_II3E49,40,48,BNDL_62NTVL,67.94,1,Stylish
